Ranking,Institution,Year
601,Chonbuk National University,2018
601,Chonnam National University,2018
601,Inha University,2018
601,Kyungpook National University,2018
601,Pusan National University,2018
601,Seoul University,2018
601,Sogang University,2018
601,Yeungnam University,2018
601,Kuwait University,2018
601,Vilnius University,2018
601,Monterrey Institute of Technology and Higher Education,2018
601,National Autonomous University of Mexico,2018
601,National University of Malaysia,2018
601,University of Putra Malaysia,2018
601,University of Science - Malaysia,2018
601,University of Technology - Malaysia,2018
601,University of Technology - Petronas,2018
601,Pontifical Catholic University of Peru,2018
601,University of the Philippines Manila,2018
601,COMSATS Institute Of Information Technology,2018
601,National University of Sciences and Technology - Islamabad,2018
601,Jagiellonian University,2018
601,Warsaw University of Technology,2018
601,AGH University of Science and Technology,2018
601,University of Beira Interior,2018
601,University of Algarve,2018
601,University of Minho,2018
601,Babes-Bolyai University,2018
601,Samara State Aerospace University,2018
601,University of Ljubljana,2018
601,University of Maribor,2018
601,Comenius University in Bratislava,2018
601,Chulalongkorn University,2018
601,King Mongkut's University of Technology Thonburi,2018
601,Suranaree University of Technology,2018
601,Atilim University,2018
601,Hacettepe University,2018
601,Istanbul Technical University,2018
601,Middle East Technical University,2018
601,Chang Gung University,2018
601,National Central University,2018
601,National Chengchi University,2018
601,National Sun Yat-Sen University,2018
601,Taipei Medical University,2018
601,Bournemouth University,2018
601,Coventry University,2018
601,De Montfort University Leicester,2018
601,Glasgow Caledonian University,2018
601,Kingston University,2018
601,Edinburgh Napier University,2018
601,Nottingham Trent University,2018
601,Roehampton University of Surrey,2018
601,The Manchester Metropolitan University,2018
601,University of Bradford,2018
601,University of Brighton,2018
601,University of Central Lancashire,2018
601,University of East London,2018
601,University of Greenwich,2018
601,University of Huddersfield,2018
601,University of Salford,2018
601,University of Teesside,2018
601,University of Westminster,2018
601,University of the West of England - Bristol,2018
601,University of Pretoria,2018
601,University of the Western Cape,2018
601,Embry-Riddle Aeronautical University,2018
601,Florida Atlantic University,2018
601,Florida Institute of Technology,2018
601,Kansas State University,2018
601,Mississippi State University,2018
601,New Mexico State University,2018
601,Rochester Institute of Technology,2018
601,University of North Carolina at Greensboro,2018
601,University of Dayton,2018
601,Portland State University,2018
601,Baylor University,2018
601,University of Texas at El Paso,2018
601,Old Dominion University,2018
601,Marquette University,2018
601,Auburn University,2018
601,National Yang-Ming University,2018
601,Amirkabir University of Technology,2018
601,Northwestern Polytechnical University,2018
601,St Petersburg State Politecnical University,2018
601,Tallinn University of Technology,2018
601,Kaohsiung Medical University,2018
601,University of Johannesburg,2018
601,University of Chemistry and Technology - Prague,2018
601,National University of Science and Technology MISiS,2018
601,ISCTE-University Institute of Lisbon,2018
601,Leeds Beckett University,2018
601,Federal University of ABC,2018
601,National Institute of Technology Rourkela,2018
601,University of Lincoln (England),2018
601,University of Bedfordshire,2018
601,China University of Geosciences - Beijing,2018
601,Beni-Suef University,2018
601,Federal University of Itajuba,2018
601,Gebze Technical University,2018
601,University of South Wales,2018
801,National University de Cordoba,2018
801,University of Sharjah,2018
801,Pontifical Catholic University of Parana,2018
801,Pontifical Catholic University of Rio Grande do Sul,2018
801,State University de Ponta Grossa,2018
801,Federal University of Pelotas,2018
801,Federal University of Pernambuco,2018
801,Federal University of Santa Catarina,2018
801,Federal University of Sao Carlos,2018
801,Federal University of Ceara,2018
801,Federal University of Rio Grande do Norte,2018
801,University of Brasilia,2018
801,Rio de Janeiro State University,2018
801,Belarusian State University,2018
801,University Austral de Chile,2018
801,Pontifical Catholic University of Valparaiso,2018
801,Catholic University of the North,2018
801,National University Andres Bello,2018
801,University of Concepcion,2018
801,University of La Frontera,2018
801,University of Santiago de Chile,2018
801,University of Talca,2018
801,University of Valparaiso,2018
801,China University of Mining Technology - Xuzhou,2018
801,Chongqing University,2018
801,Jiangsu University,2018
801,Jinan University - Guangdong,2018
801,Huaqiao University,2018
801,Northeastern University in China,2018
801,Ocean University of China,2018
801,Shaanxi Normal University,2018
801,University of Electronic Science and Technology of China,2018
801,Wuhan University of Technology,2018
801,Xiangtan University,2018
801,National University of Colombia,2018
801,University of Antioquia,2018
801,University of Rosario,2018
801,University of Costa Rica,2018
801,Brno University of Technology,2018
801,Technical University of Ostrava,2018
801,Tomas Bata University in Zlin,2018
801,University of Ostrava,2018
801,University of Pardubice,2018
801,University of West Bohemia,2018
801,University Abou Bekr Belkaid - Tlemcen,2018
801,Ain Shams University,2018
801,Alexandria University,2018
801,Assiut University,2018
801,Cairo University,2018
801,Mansoura University,2018
801,South Valley University,2018
801,Suez Canal University,2018
801,University of Alicante,2018
801,University of Almeria,2018
801,University of Castilla La Mancha,2018
801,University of La Coruna,2018
801,Univ Paris Ouest Nanterre La Defense,2018
801,University of Cergy-Pontoise,2018
801,University of Ghana,2018
801,University of Zagreb,2018
801,Budapest University of Technology and Economics,2018
801,University of Debrecen,2018
801,Gadjah Mada University,2018
801,Institute of Technology Bandung,2018
801,University of Indonesia,2018
801,Amrita Vishwa Vidyapeetham (Deemed University),2018
801,Andhra University,2018
801,Annamalai University,2018
801,Birla Institute of Technology and Science,2018
801,Cochin University of Science and Technology,2018
801,Jamia Millia Islamia University,2018
801,Osmania University,2018
801,Pondicherry University,2018
801,Sri Venkateswara University,2018
801,Thapar University,2018
801,University of Calcutta,2018
801,University of Kerala,2018
801,Vellore Institute of Technology,2018
801,Ferdowsi University of Mashhad,2018
801,Guilan University,2018
801,Isfahan University,2018
801,Shahid Beheshti University,2018
801,Shiraz University,2018
801,Jordan University,2018
801,Chuo University,2018
801,Ehime University,2018
801,Gifu University,2018
801,Hamamatsu University School of Medicine,2018
801,Hosei University,2018
801,Iwate University,2018
801,Jikei University School of Medicine,2018
801,Kagoshima University,2018
801,Kansai Medical University,2018
801,Kindai University,2018
801,Kitasato University,2018
801,Kyoto Institute of Technology,2018
801,Kyushu Institute of Technology,2018
801,Meiji University,2018
801,Mie University,2018
801,Miyazaki University,2018
801,Nagaoka University of Technology,2018
801,Nagasaki University,2018
801,Nagoya Institute of Technology,2018
801,Nara Medical University,2018
801,Niigata University,2018
801,Osaka Prefecture University,2018
801,Ritsumeikan University,2018
801,Saga University,2018
801,Saitama Medical University,2018
801,Saitama University,2018
801,Shiga University of Medical Science,2018
801,Shimane University,2018
801,Shinshu University,2018
801,Shizuoka University,2018
801,Showa University,2018
801,Sophia University,2018
801,Tokai University,2018
801,Tokushima University,2018
801,Toyama University,2018
801,Toyohashi University of Technology,2018
801,University of Electro-Communications,2018
801,Yamagata University,2018
801,Yamaguchi University,2018
801,Yamanashi University,2018
801,Yokohama National University,2018
801,University of Nairobi,2018
801,Ajou University,2018
801,Chungnam National University,2018
801,Hallym University,2018
801,University of Colombo,2018
801,Riga Technical University,2018
801,University of Latvia,2018
801,Cadi Ayyad University,2018
801,Metropolitan Autonomous University,2018
801,University of Tenaga Nasional,2018
801,University of Ibadan,2018
801,Sultan Qaboos University,2018
801,University of Agriculture Faisalabad,2018
801,Adam Mickiewicz University in Poznan,2018
801,Nicolaus Copernicus University,2018
801,University of Silesia,2018
801,University of Wroclaw,2018
801,University of Bucharest,2018
801,West University of Timisoara,2018
801,Bauman Moscow State Technical University,2018
801,Novosibirsk State Technical University,2018
801,Saratov State University,2018
801,Slovak University of Technology,2018
801,Technical University in Kosice,2018
801,Chiang Mai University,2018
801,Kasetsart University,2018
801,Khon Kaen University,2018
801,King Mongkut's Institute of Technology Ladkrabang,2018
801,Prince of Songkla University,2018
801,Akdeniz University,2018
801,Erciyes University,2018
801,Istanbul University,2018
801,Izmir Institute of Technology,2018
801,Marmara University,2018
801,TOBB Economics and Technology University,2018
801,Yildiz Technical University,2018
801,Chung Yuan Christian University,2018
801,Feng Chia University,2018
801,Fu Jen Catholic University,2018
801,I-Shou University,2018
801,National Chung Cheng University,2018
801,National Dong Hwa University,2018
801,National Taipei University,2018
801,National Taipei University of Technology,2018
801,National Taiwan Ocean University,2018
801,Yuan Ze University,2018
801,Sheffield Hallam University,2018
801,The Robert Gordon University,2018
801,University of Derby,2018
801,University Central de Venezuela,2018
801,University Simon Bolivar,2018
